Código;Título;Autorxs;Org.;Tradução;Ano;Colecção;Volume;Editora;Local;Edição;Nº de Páginas;Ex. N.º;ISBN#;Formato;Etiquetas;Estatuto;Estado
0447/AGRABS;Rosa Luxemburgo. Introducción a la Economía Política;[Rosa Luxemburgo];[-];[Horacio Ciafardini];2015;Clásicos del Pensamiento Crítico;-;Siglo XXI España;[Madrid];-;224;;978-84-323-0129-2;Impresso;[Economia política* Historia da economia];Disponível para requisição;
0448/AGRABS;Manifesto Contrassexual;[Paul B. Preciado];[-];[Helena Lopes Braga* Pedro Feijó* Daniel Lourenço];2015;-;-;edições unipop;[Lisboa];1;210;;978-989-97519-7-2;Impresso;[Contra-sexualidade* Sexualidades];Disponível para requisição;
0449/AGRABS;Erros e Contradições do Marxismo;[Varlan Tcherkesoff];[-];[-];;-;-;Cooperativa Cultural Editora Fomento Acrata;[Lisboa];-;112;;-;Impresso;[Marxismo];Disponível para requisição;
0450/AGRABS;Os Cangaceiros;[Os Cangaceiros];[-];[Carlos Jacques* Mário Rui Pinto];2017;-;-;Barricada de Livros;[Lisboa];1;175;;-;Impresso;[Anarquismo];Disponível para requisição;
0451/AGRABS;Políticas, Instituições e AIDS: Enfretando a epidemia no Brasil;[-];[Richard Parker];[-];1997;-;-;Jorge Zahar Ed./ABIA;[Rio de Janeiro];1;182;;85-7110-430-1;Impresso;[Sida* Saúde];Disponível para requisição;
0452/AGRABS;A Queer Geography: Journeys toward A Sexual Self;[Frank Browning];[-];[-];1996;-;-;Crown Publishers;[New York];-;240;;0-517-59857-4;Impresso;[Teoria queer* Sexualidades];Disponível para requisição;
0453/AGRABS;Prostituição e Tráfico de Mulheres para Fins de Exploração Sexual: Um contributo para a sua delimitação conceptual e aproximação ao contexto português;[-];[Manuel Carlos Silva* Fernando Bessa Ribeiro* Rafaela Granja];[-];2013;Colecção do Conhecimento;-;Letras Paralelas;[Prior Velho];1;203;;978-989-97617-3-5;Impresso;[Trabalho sexual* prostituição];Disponível para requisição;
0454/AGRABS;A Reprodução da Vida Quotidiana e Outros Escritos ;[Fredy Perlman];[-];[Textos Subterrâneos];2015;-;-;Textos Subterrâneos;[-];1;148;;-;Impresso;[];Disponível para requisição;
0455/AGRABS;A Psiquiatria deve ser feita/desfeita por todos;[Roger Gentis];[-];[Alberto Saraiva* Pedro Lima];1974;Textos de Ciências Sociais;4;Assírio & Alvim;[Lisboa];-;67;;-;Impresso;[Psiquiatria];Disponível para requisição;
0456/AGRABS;Lo Nuestro Sí Que Es Mundial - Una introducción a la historia LGBT En España;[Ramón Martínez];[-];[-];2017;;;Editorial Egales;[Barcelona e Madrid];1;341;;978-84-17319-00-7;Impresso;[LGBT* Movimentos sociais* Sexualidades* História];Disponível para requisição;
0457/AGRABS;A Luta pela Democracia Socialista na União Soviética;[Ernest Mandel];[-];[M. Videira* A. Campos];1977;Colecção Biblioteca Comunista;3;Antídoto;[Lisboa];1;174;;-;Impresso;[Socialismo* União Soviética* Comunismo* Democracia];Disponível para requisição;
0458/AGRABS;Introdução ao Marxismo;[Ernest Mandel];[-];[A. Castro];1978;-;-;Antídoto;[Lisboa];1;252;;-;Impresso;[Marxismo* Capitalismo* Democracia];Disponível para requisição;
0459/AGRABS;Herramientas para la Defesa de los DESC: Derechos Económicos, Sociales y Culturales;[-];[Gerardo Pisarello* Vanesa Valiño];[-];2006;-;-;Observatori DESC;[Estado espanhol];1;246;;84-8181-227-7;Impresso;[Direitos humanos];Disponível para requisição;
0460/AGRABS;Histoire d'Or;[Pauline Réage];[-];[-];1975;-;-;Jean-Jacques Pauvert;[França];3;249;;2-7202-0031_X;Impresso;[Literatura* Romance];Disponível para requisição;
0461/AGRABS;Apocalipsis Queer. Elementos de teoría antisocial;[Lorenzo Bernini];[-];[Albert Tola];2015;-;-;Editorial Egales;[Barcelona* Madrid];1;219;;978-84-16491-31-5;Impresso;[Teoria queer];Disponível para requisição;
0462/AGRABS;O Ecologismo;[Dominique Simonnet];[-];[Virgílio Martinho];1981;Pistas/Problemas Sociais;32;Moraes Editores;[Lisboa];1;143;;-;Impresso;[Ecologismo];Disponível para requisição;
0463/AGRABS;A Memória dos Dias I. Andas e Bolandas de Belindas Brandas;[Ançã Regala];[-];[-];1985;A Memória dos Dias;1;Publicações Pandora;[Aveiro];1;104;;-;Impresso;[Literatura ];Disponível para requisição;
0464/AGRABS;Al di là del bene e del male;[Friedrich Nietzsche];[-];[-];2004;I Classici del Pensiero;-;Fabbri Editori;[Itália];-;272;;-;Impresso;[Filosofia];Disponível para requisição;
0465/AGRABS;Resistência do Índio à Dominação do Brasil;[Luiz Luna];[-];[-];1993;Colecção Anátema;-;Fora do Texto;[Coimbra];1;163;;-;Impresso;[Resistência* Descolonidades* Lutas indígenas];Disponível para requisição;
0466/AGRABS;El Cielo está Enladrillado. Entre el Mobbing y la Violencia Inmobiliaria y Urbanística;[Taller contra la Violencia Inmobiliaria y Urbanística];[-];[-];2006;La Biblioteca del Ciudadano;-;edicions bellaterra;[Barcelona];2;144;;-;Impresso;[Cidade* Violência imobiliária e urbanística* Mobbing];Disponível para requisição;
0467/AGRABS;Lexy, O Menino Vegano. Um livro para crianças que os adultos podem (e devem!) espreitar;[Bárbara Magalhães];[-];[-];2016;-;-;-;[-];1;-;;978-989-20-7032-2;Impresso;[Literatura infantil* Veganismo];Disponível para requisição;
0468/AGRABS;Cuentos cortos contra la autoridad;[VV.AA.];[-];[-];2017;-;-;Ké animal es ese gato;[Lisboa];-;72;;-;Impresso;[Contos];Disponível para requisição;
0469/AGRABS;História das Ideologias: As ideologias contemporâneas;[-];[V.S. Pokrovski];[-];1973;Biblioteca Estampa;3;Editorial Estampa;[Lisboa];2;278;;-;Impresso;[Marxismo* Leninismo* Imperialismo* Burguesia];Disponível para requisição;
0470/AGRABS;O Complexo Militar-Industrial Americano;[Claude Moisy];[-];[António Guimarães];1971;Colecção Documentário;12;Dom Quixote;[Lisboa];1;378;;-;Impresso;[Complexo militar-industrial* militarismo];Disponível para requisição;
0471/AGRABS;Arran de terra. Indicadors participatius de Sobirania Alimentària a Catalunya;[Marc Badal* Rosa Binimelis* Gonzalo Gamboa* Maria Heras* Guillem Tendero];[-];[-];2011;-;-;Associació Entrepobles;[Catalunia];-;74;;-;Impresso;[Soberania alimentar* Relatórios];Disponível para requisição;
0472/AGRABS;História da U.R.S.S. A Conquista do Poder (1917-1921);[Jean Elleinstein];[-];[J. Ferreira];1976;Colecção Saber;100;Publicações Europa-América;[Lisboa];-;187;;-;Impresso;[URSS* Revolução Russa* HIstória];Disponível para requisição;
0473/AGRABS;Para uma Crítica da Economia Política;[Paul M. Sweezy* Bob Rowthorn* Karl Marx];[-];[Patrícia Boa Nova* António Ribeiro];;"Cadernos ""O Homem e a Sociedade""";1;Publicações Escorpião;[Porto];3;106;;-;Impresso;[Economia Política];Disponível para requisição;
0474/AGRABS;Conceitos Elementares do Materialismo Histórico I;[Marta Harnecker];[-];[Alexandre Gaspar];1976;Biblioteca de Ciências Humanas;41;Editorial Presença;[Lisboa];2;239;;-;Impresso;[Materialismo Histórico];Disponível para requisição;
0475/AGRABS;Conceitos Elementares do Materialismo Histórico II;[Marta Harnecker];[-];[L. Mota Reis];1976;Biblioteca de Ciências Humanas;42;Editorial Presença;[Lisboa];2;252;;-;Impresso;[Materialismo Histórico];Disponível para requisição;
0476/AGRABS;La Dieta Ecológica. Cómo cocinar, sin carnes, platos muy ricos en proteínas;[Frances Moore Lappé];[-];[Frederic Viñas];1988;"Colección ""Los Libros de Integral""";2;Integral Ediciones;[Barcelona];-;220;;84-85351-76-2;Impresso;[Ecologia* Alimentação];Disponível para requisição;
0477/AGRABS;Ética Animal, Um Tempo Novo;[-];[Fábio A. G. Oliveira* Maria Clara Dias];[-];2018;-;-;Livros Ilimitados;[Rio de Janeiro];1;201;;978-85-63194-817;Impresso;[Direitos dos Animais* Filosofia* Especismo* Ética animal* Veganismo];Disponível para requisição;
0478/AGRABS;Ética Animal, Um Tempo Novo;[-];[Fábio A. G. Oliveira* Maria Clara Dias];[-];2018;-;-;Livros Ilimitados;[Rio de Janeiro];1;201;;978-85-63194-817;Impresso;[Direitos dos Animais* Filosofia* Especismo* Ética animal* Veganismo];Disponível para requisição;
0479/AGRABS;A Mulher Eunuco;[Germaine Greer];[-];[Teresa Caldas* Madalena Barbosa];1976;-;-;Círculo de Leitores;[Lisboa];1;377;;-;Impresso;[Feminismo* Género];Disponível para requisição;
0480/AGRABS;Hacia Mundos Más Animales;[Laura Fernández];[-];[-];2018;-;-;ochodoscuatro ediciones;[Madrid];1;161;;978-84-946223-5-9;Impresso;[Anti-especismo* Ética animal* Antropocentrismo];Disponível para requisição;
0481/AGRABS;Formações Económicas Pré-Capitalistas;[Karl Marx];[-];[Alberto Saraiva ];1973;"Cadernos ""O Homem e a Sociedade""";4;Publicações Escorpião;[Porto];1;85;;-;Impresso;[Capitalismo];Disponível para requisição;
0482/AGRABS;Iniciação à Teoria Económica Marxista;[Ernest Mandel];[-];[-];1978;-;-;Edições Antídoto;[Lisboa];4;104;;-;Impresso;[Marxismo* Economia* Capitalismo];Disponível para requisição;
0483/AGRABS;A Teoria Leninista da Organização;[Ernest Mandel];[-];[Teresa Filipe Madeira];1975;"Colecção ""Marxismo Vivo""";1;Edições Antídoto;[Lisboa];1;154;;-;Impresso;[Leninismo];Disponível para requisição;
0484/AGRABS;A Actualidade de Rosa Luxemburgo;[Norman Geras];[-];[M. Resende];1978;"Colecção ""Biblioteca Comunista""";5;Edições Antídoto;[Lisboa];1;238;;-;Impresso;[Socialismo* Capitalismo* Burguesia* Democracia];Disponível para requisição;
0485/AGRABS;The Physics of Sorrow;[Georgi Gospodinov];[-];[Angela Rodel];2015;-;-;Open Letter;[New York];1;283;;978-1-940953-09-0;Impresso;[Literatura ];Disponível para requisição;
0486/AGRABS;Independent People: An Epic;[Halldór Laxness];[-];[J. A. Thompson];1997;-;-;Vintage Internacional;[New York];1;482;;978-0-679-76792-3;Impresso;[Literatura* Romance];Disponível para requisição;
0487/AGRABS;Sexualidades em Portugal. Comportamentos e Riscos;[-];[Pedro Moura Ferreira* Manuel Villaverde Cabral];[-];2010;-;-;Editorial Bizâncio;[Lisboa];1;490;;978-972-53-0461-7;Impresso;[Sexualidades];Disponível para requisição;
0488/AGRABS;El Látigo y la Pluma. Homosexuales en la España de Fanco;[Fernando Olmeda];[-];[-];2004;Colección La Buena Memoria;-;Oberon;[Madrid];2;339;;84-96052-68-0;Impresso;[Sexualidades* Gay* Franquismo* História* Memória];Disponível para requisição;
0489/AGRABS;Rewolucja (Po)październikowa. Polska lat 1956 – 1957 (Catalogue);[VV.AA.];[-];[-];2016;-;-;Muzeum Karykatury;[Varsóvia];1;154;;978-83-87-994-29-7;Impresso;[Desenho* Ilustração* Design];Disponível para consulta;
0490/AGRABS;A Insustentável Leveza do Ser;[Milan Kundera];[-];[Joana Varela];2015;-;-;Dom Quixote;[Alfragide];32;415;;978-972-20-5863-6;Impresso;[Literatura* Romance];Disponível para requisição;
0491/AGRABS;Gay and Lesbian Issues;[Chuck Stewart];[-];[-];2003;Contemporary World Issues;;ABC-CLIO;[California];1;403;;1-85109-372-9;Impresso;[LG* Sexualidades* Movimentos sociais];Disponível para requisição;
0492/AGRABS;Cadernos da Casa Morta;[Fiódor Dostoiévski];[-];[Nina Guerra* Filipe Guerra];2003;-;-;Editorial Presença;[Lisboa];1;285;;972-23-2997-9;Impresso;[Literatura* Romance];Disponível para requisição;
0493/AGRABS;Você é Feminista! Abra este Livro e Descubra Porquê;[VV.AA.];[Nana Queiroz];[-];2016;-;-;Pólen;[São Paulo];1;174;;978-85-98349-29-9;Impresso;[Feminismo* Corpo* Identidades];Disponível para requisição;
0494/AGRABS;Os Camisas Azuis e Salazar. Rolão Preto e o Fascismo em Portugal;[António Costa Pinto];[-];[-];2015;História Narrativa;44;Edições 70;[Lisboa];1;363;;978-972-44-1872-8;Impresso;[Estado Novo* Fascismo* História];Disponível para requisição;
0495/AGRABS;Citações e Pensamentos de Agostinho da Silva;[Agostinho da Silva];[Paulo Neves da Silva];[-];2015;-;-;Casa das Letras;[Alfragide];9;213;;978-972-46-1922-4;Impresso;[Filosofia];Disponível para requisição;
0496/AGRABS;A Paixão Segundo G. H.;[Clarice Lispector];[-];[-];2013;-;-;Relógio D'Água;[Lisboa];2;141;;978-972-708-563-7;Impresso;[Literatura];Disponível para requisição;
0497/AGRABS;Políticas del Sufrimiento y la Vulnerabilidad ;[-];[Jordi Solé Blanch* Asun Pié Balaguer];[-];2018;Análisis Contemporáneo;476;"Icaria Editorial; Antrazyt";[Barcelona];1;156;;978-84-9888-846-1;Impresso;[Vulnerabilidade* Feminismo* Sofrimento];Disponível para requisição;
0498/AGRABS;Lúcialima;[Maria Velho da Costa];[-];[-];1983;-;-;"Edições ""O Jornal""";[Lisboa];2;351;;-;Impresso;[Literatura];Disponível para requisição;
0499/AGRABS;O Livro do Riso e do Esquecimento;[Milan Kundera];[-];[Tereza Coelho];2015;-;-;Dom Quixote ;[Alfragide];10;237;;978-972-20-5863-6;Impresso;[Literatura];Disponível para requisição;
0500/AGRABS;A Origem das Espécies;[Jules Carles* Paul Cassagnes];[-];[Fernando Melro];;Colecção Saber;29;Publicações Europa-América;[Lisboa];-;126;;-;Impresso;[Biologia];Disponível para requisição;
0501/AGRABS;The Origin of Species;[Charles Darwin];[-];[-];1998;-;-;Wordsworth Classics of World Literature;[Hertfordshire];-;392;;978-1-85326-780-2;Impresso;[Biologia];Disponível para requisição;
0502/AGRABS;O Gótico: Art Pocket;[Clemens Schmidlin* Caroline Eva Gerner];[-];[Ana Inácio* Helena Morbey];2009;-;-;H.f.ullmann;[-];1;287;;978-3-8331-4935-1;Impresso;[Arte* Gótico];Disponível para consulta;
0503/AGRABS;Women artists: Le Donne e l'Arte nel XX e XXI secolo;[-];[Uta Grosenick];[Tania Calcinaro* Lorenzo Di Lella* Cristina Novelli];2008;-;-;Taschen;[Köln];1;352;;978-3-8365-0724-0;Impresso;[Arte de mulheres* Arte feminista* Arte];Disponível para consulta;
0504/AGRABS;António Fernando: Os Trabalhos e os Dias;[-];[António Fernando];[-];2015;-;-;3 Tentações;[Porto];1;47;;-;Impresso;[Arte* Catálogo de exposição];Disponível para consulta;
0505/AGRABS;Contra el Olvido. Una memoria fotográfica de Palestina antes de la Nakba, 1889-1948;[Teresa Aranguren* Sandra Barrilaro* Johnny Mansour* Bichara Khader];[-];[-];2016;-;-;Ediciones del Oriente y del Mediterráneo;[Madrid];2;232;;978-84-943932-4-2;Impresso;[Palestina* Fotografia* Memória histórica];Disponível para consulta;
0506/AGRABS;Claude Cahun;[-];[Françoise Bonnefoy* Anne-Isabelle Vannier];[-];2011;-;-;éditions Hazan/éditions du Jeu de Paume;[Paris];1;239;;9782754105378;Impresso;[Fotografia* Biografia* Género* Sexualidades* Arte* Catálogo de exposição];Disponível para consulta;
0507/AGRABS;Women Photographers: From Julia Margaret Cameron to Cindy Sherman;[Boris Friedewald];[-];[-];2014;-;-;Prestel;[Munich, London, New York];1;239;;978-3-7913-4814-8;Impresso;[Fotografia* Mulheres fotógrafas];Disponível para consulta;
0508/AGRABS;Sue Coe: The Ghosts of Our Meat;[Sue Coe];[Stephen F. Eisenman];[-];2013;-;-;The Trout Gallery;[Pennsylvania];1;117;;978-0-9826156-6-9;Impresso;[Arte* Especismo* Violência];Disponível para consulta;
0509/AGRABS;Love Bites;[Della Grace];[-];[-];1991;-;-;GMP/éditions Aubrey Walter;[London];-;71;;0-85449-150-3;Impresso;[Fotografia lésbica* Erotismo];Disponível para consulta;
0510/AGRABS;O Erotismo através do Bilhete Postal Ilustrado;[-];[Manuel Sousa Figueiredo];[-];2010;-;-;Althum;[Lisboa];2;135;;978-989-683-004-5;Impresso;[Erotismo* Postal ilustrado];Disponível para consulta;
0511/AGRABS;Caravaggio;[Timothy Wilson-Smith ];[-];[-];1998;-;-;Phaidon;[London];-;126;;978-0-7148-3485-6;Impresso;[Arte];Disponível para consulta;
0512/AGRABS;Martha Rosler: La casa, la calle, la cocina/the house, the street, the kitchen;[Martha Rosler* Juan Vicente Aliaga* Yolanda Romero Gómez* Alan Gilbert* Centro José Guerrero];[-];[Ian MacCandless* Juan Santana ];2009;Centro José Guerrero;-;Diputacion de Granada;[Granada];1;234;;978-84-7807-481-5;Impresso;[Arte feminista];Disponível para consulta;
0513/AGRABS;Frida Kahlo 1907-1954: Dor e Paixão;[Andrea Kettenmann];[-];[Sandra Oliveira];2015;Série Basic Art 2.0;-;Taschen;[Köln];-;95;;978-3-8365-0095-1;Impresso;[Arte feminista];Disponível para consulta;
0514/AGRABS;Gustav Klimt 1862-1918: The World in Female Form;[Gilles Néret];[-];[-];2007;-;-;Taschen;[Köln];-;96;;978-3-8228-5980-3;Impresso;[Arte];Disponível para consulta;
0515/AGRABS;Dead Meat;[Sue Coe];[-];[-];1995;-;-;Four Walls Eight Windows;[New York, London];1;136;;1-56858-050-9;Impresso;[Arte* Anti-especismo* Violência];Disponível para consulta;
0516/AGRABS;The Berlin Wall;[-];[Axel Klausmeier];[-];2015;-;-;Christoph Links Verlag;[Berlim];1;319;;978-3-86153-859-2;Impresso;[Muro de Berlim* História* Memória];Disponível para consulta;
0517/AGRABS;Dicas para investigar em Ciências Sociais;[Alberto Sá* Luís Pereira* Luís António Santos* Pedro Portela* Sandra Marinho];[-];[-];2013;-;-;Edições Humus ;[Vila Nova de Famalicão];1;126;;978-989-8549-24-2;Impresso;[Ciências Sociais* Ciências Humanas* Investigação];Disponíel para requisição;
0518/AGRABS;Erotismo: A cultura libertária;[Rubén Solís Krause];[-];[José Carlos Teixeira];2007;-;-;Editorial Estampa;[Lisboa];1;229;;978-972-33-2374-0;Impresso;[Erotismo];Disponível para consulta;
0519/AGRABS;The Ballad of Sexual Dependency;[Nan Goldin];[Marvin Heiferman* Mark Holborn* Suzanne Fletcher];[-];2012;-;-;Aperture;[New York];-;147;;978-1-59711-210-9;Impresso;[Fotografia* Sexualidades];Disponível para consulta;
0520/AGRABS;Auschwitz: A History in Photographs;[-];[Teresa Swiebocka];[-];2011;-;-;Indiana University Press/Ksiazka i Wiedza;[Bloomington, Indianapolis, Warsaw];-;295;;0-253-35581-8;Impresso;[Holocausto* História* Memória* Fotografia];Disponível para consulta;
0521/AGRABS;#NãoMeKahlo. Feminismo além das redes;[Bruna de Lara* Bruna Rangel* Gabriela Moura* Paola Barioni* Thaysa  Malaquias];[-];[-];2019;-;-;Através Editora;[Santiago de Compostela];1;317;;978-84-16545-27-8;Impresso;[Feminismo];Disponível para requisição;
0522/AGRABS;"Process; A Tomato Project";[VV.AA.];[-];[-];1996;-;-;Thames and Hudson;[London];1;77;;0-500-279152;Impresso;[Design];Disponível para consulta;
0523/AGRABS;Desocultando quotidianos de mulheres;[-];[Teresa Sales];[-];2014;Projeto Memórias e Feminismos;-;UMAR - União de Mulheres Alternativa e Resposta /CIG - Comissão para a Cidadania e Igualdade de Género;[Lisboa];-;178;;-;Impresso;[Feminismos* Memória];Disponível para requisição;
0524/AGRABS;Ética Promiscua: Un guía práctica para el poliamor, las relaciones abiertas y otras aventuras;[Dossie Easton* Janet W. Hardy];[-];[Miguel Vagalume];2014;UHF;-;Melusina;[Estado espanhol];2;415;;978-84-96614-89-5;Impresso;[Não-monogamias* Poliamor* Relações abertas* Sexualidades];Disponível para requisição;
0525/AGRABS;Imigração e Etnicidade - Vivências e Trajectórias de Mulheres em Portugal;[-];[SOS Racismo];[Carmo Calheiros];2005;;-;SOS Racismo;[Lisboa];-;287;;-;Impresso;[Imigração* Etnicidade* Mulheres em Portugal* ];Disponivel para requisição;
0526/AGRABS;Subversión feminista de la economia. Aportes para un debate sobre el conflicto capital-vida;[Amaia Pérez Orozco];[-];[-];2014;mapas;40;Traficantes de Sueños;[Madrid];2;305;;978-84-96453-48-7;Impresso;[Economia feminista];Disponível para requisição;
0527/AGRABS;Virgens Depois do Parto;[Pierre Saintyves];[-];[Ribeiro de Carvalho];2000;-;-;Crise Luxuosa;[Lisboa];2;139;;972-8406-05-3;Impresso;[Lendas];Disponível para requisição;
0528/AGRABS;Retratos de Mulher - Construções sociais e representações visuais no feminismo;[Silvana Mota-Ribeiro];[-];[-];2005;Comunicação e Sociedade;2;Campo das Letras;[Porto];1;209;;972-610-955-8;Impresso;[Representações visuais do feminino* Fotografia* ];Disponível para requisição;
0529/AGRABS;Encíclica ao Papa sobre a Carta aos Artistas;[José Tavares];[-];[-];2000;-;-;Crise Luxuosa;[Lisboa];1;41;;972-8406-04-5;Impresso;[Arte];Disponível para requisição;
0530/AGRABS;Uma Sociologia de Género;[Maria Johanna Schouten];[-];[-];2011;Debater o Social;-;Edições Humus ;[Vila Nova de Famalicão];1;156;;978-989-8549-02-0;"Impresso;";[Sociologia* Género* ];Disponível para requisição;
0531/AGRABS;Cent'Anni di Solitudine;[Gabriel García Márquez];[-];[Enrico Cicogna];2012;Oscar Classici moderni;12;Oscar Mondadori;[Milano];-;370;;978-88-04-31463-9;Impresso;[Literatura* Romance];Disponível para requisição;
0532/AGRABS;Poésies;[Arthur Rimbaud];[-];[-];1993;Classiques Français;-;Bookking International;[Paris];-;221;;2-87714-132-2;Impresso;[Poesia];Disponível para requisição;
0533/AGRABS;Trabalho e género: vidas precárias, percursos e acção colectiva;[VV.AA.];[Configurações: Revista de Sociologia/ Manuel Carlos Silva* Alice Delerue Matos* Ana Paula Marques];[-];2012;-;9;Edições Húmus;[Vila Nova de Famalicão];-;234;;1646-5075;Impresso;[Génerp* Trabalho* Acção Colectiva];Disponível para requisição;
0534/AGRABS;Destruir, Diz Ela;[Marguerite Duras];[-];[Liberto Cruz];1971;Galáxia;2;Publicações Dom Quixote;[Lisboa];2;104;;-;Impresso;[Literatura* Romance];Disponível para requisição;
0535/AGRABS;Les Merveilleux Nuages;[Françoise Sagan];[-];[-];1961;-;-;Julliard;[Paris];-;184;;-;Impresso;[Literatura* Romance];Disponível para requisição;
0536/AGRABS;The Regulation of Desire: Homo and Hetero Sexualities ;[Gary Kinsman];[-];[-];1996;Sociology/Sexuality;Z232;Black Rose Books;[Montréal, New York, London];2;423;;1-551640-40-6;Impresso;[Sexualidades* Desejo];Disponível para requisição;
0537/AGRABS;Feux;[Marguerite Yourcenar];[-];[-];1993;L'Imaginaire;294;Gallimard;[França];-;216;;2-07-073312-2;Impresso;[Literatura* Romance];Disponível para requisição;
0538/AGRABS;Portugal a Lápis de Cor - A Sul de uma pós-colonialidade;[Sheila Khan];[-];[-];2015;Série Identidades e Interculturalidades;-;Edições Almendina;[Coimbra];-;133;;978-972-40-60-93-4;Impresso;[Pós-colonialismo* Sociologia];Disponível para requisição;
0539/AGRABS;Faut-il Brûler Sade?;[Simone de Beauvoir];[-];[-];1972;Collection Idées;268;Gallimard;[França];-;250;;-;Impresso;[Literatura* Romance];Disponível para requisição;
0540/AGRABS;As Alterações Climáticas, os Media e os Cidadãos ;[-];[Anabela Carvalho];[-];2011;Comunicação e Sociedade;25;Grácio Editor ;[Coimbra];1;240;;978-989-8377-17-3;Impresso;[Clima* Media* ];Disponível para requisição;
0541/AGRABS;Les Mandarins I;[Simone de Beauvoir];[-];[-];1972;Collection Folio;1;Gallimard;[França];-;501;;-;Impresso;[Literatura* Romance];Disponível para requisição;
0542/AGRABS;Les Mandarins II;[Simone de Beauvoir];[-];[-];1972;Collection Folio;2;Gallimard;[França];-;500;;-;Impresso;[Literatura* Romance];Disponível para requisição;
0543/AGRABS;Jardins de Ervas. Sugestões Criativas para utilização de ervas;[Richard Rosenfeld];[-];[Jorge Palinhos];2000;Manuais Práticos de Jardinagem;-;Editora Civilização;[Londres];-;80;;972-26-1848-2;Impresso;[Jardinagem];Disponível para requisição;
0544/AGRABS;Un Amour de Swann ;[Marcel Proust];[-];[-];;Livre de Poche;79;Gallimard;[França];-;252;;-;Impresso;[Literatura* Romance];Disponível para requisição;
0545/AGRABS;Du Côté de Chez Swann;[Marcel Proust];[-];[-];1976;Collection Folio;821;Gallimard;[França];-;504;;-;Impresso;[Literatura* Romance];Disponível para requisição;
0546/AGRABS;La Force des Choses I;[Simone de Beauvoir];[-];[-];1972;Collection Folio;172;Gallimard;[França];-;377;;-;Impresso;[Literatura* Romance];Disponível para requisição;
0547/AGRABS;La Force des Choses II;[Simone de Beauvoir];[-];[-];1972;Collection Folio;173;Gallimard;[França];-;507;;-;Impresso;[Literatura* Romance];Disponível para requisição;
0548/AGRABS;Petits Poëmes en Prose (Le Spleen de Paris);[Charles Baudelaire];[-];[-];1973;Poésie;-;Gallimard;[França];-;253;;-;Impresso;[Poesia];Disponível para requisição;
0549/AGRABS;La Métamorphose;[Franz Kafka];[-];[-];1982;Collection Folio;74;Gallimard;[França];-;189;;2-07-036074-1;Impresso;[Literatura* Romance];Disponível para requisição;
0550/AGRABS;Cozinha Vegetariana;[-];[Academia Barilla];[Booklug];2014;-;-;Booksmile/20|20 Editora;[Amadora];1;94;;978-989-707-229-1;Impresso;[Alimentação* Culinária];Disponível para consulta;
0551/AGRABS;A Arte da Performance. Do Futurismo ao Presente;[RoseLee Goldberg];[-];[Jefferson Luiz Camargo* Rui Lopes];2012;-;-;Órfeu Negro;[Lisboa];2;334;;9789899556508;Impresso;[Performance* Artes performativas];Disponível para requisição;Sem capa, com pequenas rasuras
0552/AGRABS;A 25, Sempre a Abril! Uma Estória Revolucionária;[Gerald* Derradé];[-];[-];2002;Colecção Primata;27;Edições Polvo;[Lisboa];1;48;;972-8440-56-1;Impresso;[Comics* 25 de Abril* Revolução];Disponível para requisição;
0553/AGRABS;Refugee Status Determination: Standard of Proof and Status Determination of Undocumented Asylum Seekers;[-];[Memorial Human Rights Centre];[-];2000;-;-;Memorial Human Rights Centre;[Moscow];-;152;;-;Impresso;[Direito internacional* Refugiadxs];Disponível para consulta;
0554/AGRABS;The Abolition of Work (Part 1);[Bob Black];[Bruno Borges];[-];;-;-;-;[Porto];-;-;;-;Impresso;[Comics* Serigrafia* Trabalho];Disponível para consulta;
0555/AGRABS;The Abolition of Work (Part 2);[Bob Black];[Bruno Borges];[-];;-;-;-;[Porto];-;-;;-;Impresso;[Comics* Serigrafia* Trabalho];Disponível para consulta;
0556/AGRABS;The Abolition of Work (Part 3);[Bob Black];[Bruno Borges];[-];;-;-;-;[Porto];-;-;;-;Impresso;[Comics* Serigrafia* Trabalho];Disponível para consulta;
0557/AGRABS;La Combi Completa Chocha Culo Teta;[Alex Aguirre* Iki Yos Piña* Fátima Guariota* Nayare Montes];[-];[-];;-;-;-;[Madrid];-;-;;-;Impresso;[Género* Branquitude* Sexualidades* Descolonialidades];Disponível para consulta;
0558/AGRABS;Desert;[Anónimo];[-];[-];2019;-;-;Visceral Editions;[-];-;118;;-;Impresso;[Anarquismo* Ecologia];Disponível para requisição;
0559/AGRABS;Tijeras para Todas. Textos sobre Violencia de Género en los Movimientos Sociales;[VV.AA.];[-];[-];;-;-;-;[-];-;68;;-;Impresso e online;[Violência de género* Movimentos sociais* Feminismo];Disponível para consulta;
0560/AGRABS;Антология поэзии [Antologia de Poesia];[Anna Akhmátova];[-];[-];2008;-;-;Editora Paritet;[São Petersburgo];1;352;;978-5-93437-313-0;Impresso;[Poesia];Disponível para requisição;
0561/AGRABS;здесь живут люди. Чечня: хроника насилия [Aqui vive gente. Tchechénia: crónica da violência];[-];[U.Baisaev* D.Gruchkin];[-];2008;-;4;"""Memorial"" Human Rights Centre";[Moscovo];1;350;;5-85405-018-8;Impresso;[Violência* Chechénia];Disponível para requisição;
